source_url,blog_name,date_iso,title,vlax_core,vlax_context,is_vlax,vlax_match,media_count,fb_albums_count,yt_videos_count
https://www.fuit.gr/2015/06/smoke.html,fuit.gr,2015-06-13T13:18:00.000+03:00,Χειροποίητες Καπνοθήκες ,False,False,False,,6,0,0
https://www.fuit.gr/2015/04/konstantinos-tzoumas-fuit.html,fuit.gr,2015-04-04T21:12:00.000+03:00,Ο Κωσταντίνος Τζούμας στο fuit ,False,True,True,fuit,1,0,0
https://www.fuit.gr/2015/03/johny-carbonaras-live-fuit-art-cafe.html,fuit.gr,2015-03-24T13:50:00.000+02:00,Johny Carbonaras live @ fuit art cafe,False,True,True,fuit,1,0,0
https://www.fuit.gr/2015/03/folk-n-roll-fuit-art-cafe.html,fuit.gr,2015-03-15T13:51:00.000+02:00,Folk n Roll @ Fuit art cafe,False,True,True,Fuit,1,0,0
https://www.fuit.gr/2015/02/baildsa-zvarna-live-fuit-2015.html,fuit.gr,2015-02-24T22:15:00.000+02:00,Baildsa Zvarna LIVE στο fuit 2015,False,True,True,fuit,1,0,0
https://www.fuit.gr/2019/04/fuit-art-cafe-vs-ethniki-omada-astegon.html,fuit.gr,2014-11-28T18:55:00.000+02:00,fuit art cafe vs Εθνική Ομάδα Άστεγων,False,True,True,fuit,1,0,0
https://www.fuit.gr/2014/03/mitsos-poulikakos-live.html,fuit.gr,2014-03-28T22:17:00.000+02:00,ΜητS.O.S ΠΟΥΛΙΚΑΚΟΣ LIVE,False,False,False,,1,0,0
https://www.fuit.gr/2014/02/live-psarogiorgis.html,fuit.gr,2014-02-13T22:18:00.000+02:00,Ψαρογιώργης LIVE,False,True,True,fuit,1,0,0
https://www.fuit.gr/2013/11/live-xairetis-mpaharidis.html,fuit.gr,2013-11-18T22:22:00.000+02:00,ΧΑΙΡΕΤΗΣ - ΜΠΑΧΑΡΙΔΗΣ live,False,False,False,,1,0,0
https://www.fuit.gr/2013/09/honey.html,fuit.gr,2013-09-18T13:42:00.000+03:00,Μέλι Βελανιδιάς ,False,False,False,,3,0,0
https://www.fuit.gr/2013/09/oghene-kologbo-live.html,fuit.gr,2013-09-16T22:21:00.000+03:00,Oghene Kologbo LIVE,False,True,True,Party,1,0,0
https://www.fuit.gr/2016/08/keys.html,fuit.gr,2013-08-25T13:58:00.000+03:00,Χειροποίητα σκαντζοχοιράκια μπρελόκ ,False,False,False,,6,0,0
https://www.fuit.gr/2013/03/de-sades-fuit-art-cafe.html,fuit.gr,2013-03-15T22:20:00.000+02:00,De Sades @ fuit art cafe,False,True,True,fuit,1,0,0
https://www.fuit.gr/2013/02/prostidudes-live-fuit-art-cafe.html,fuit.gr,2013-02-13T22:24:00.000+02:00,Prostidudes LIVE @ fuit art cafe,False,True,True,fuit,1,0,0
https://www.fuit.gr/2013/01/balarom-trio-live-fuit-art-cafe.html,fuit.gr,2013-01-05T22:07:00.000+02:00,Balarom Trio LIVE @ fuit art cafe,False,True,True,fuit,1,0,0
https://www.fuit.gr/2012/12/live-fuit-art-cafe-maria-papageorgiou.html,fuit.gr,2012-12-12T22:05:00.000+02:00,Μαρία Παπαγεωργίου LIVE @ fuit art cafe,False,True,True,fuit,1,0,0
https://www.fuit.gr/2012/11/nikos-hatzis-at-fuit-art-cafe.html,fuit.gr,2012-11-02T22:02:00.000+02:00,Nikos Hatzis at fuit art cafe,False,True,True,fuit,1,0,0
https://www.fuit.gr/2012/10/live-yposistima.html,fuit.gr,2012-10-29T22:04:00.000+02:00,υποσύστημα live ,False,False,False,,1,0,0
https://www.fuit.gr/2012/10/fuit-art-cafe-takis-kitsioulis.html,fuit.gr,2012-10-29T22:01:00.000+02:00,Απίστευτη βραδιά με ΤΑΚΗ ΚΙΤΣΙΟΥΛΗ στο fuit art cafe,False,True,True,fuit,1,0,0
https://www.fuit.gr/2012/10/blog-post.html,fuit.gr,2012-10-18T12:58:00.000+03:00,ΟΙΝΟΣ ΕΡΥΘΡΟΣ ΞΗΡΟΣ ,False,True,True,fuit,8,0,0
https://www.fuit.gr/2015/01/contact-fuit-grevena.html,fuit.gr,2010-01-01T12:08:00.000+02:00,Επικοινωνία,False,False,False,,2,0,0
https://www.fuit.gr/2019/02/about-fuit-grevena.html,fuit.gr,2010-01-01T12:04:00.000+02:00,About us,False,True,True,φούιτ,3,0,0
https://www.fuitwashere.gr/2025/02/snapback-trucker-hat.html,fuitwashere.gr,2025-02-13T03:38:00.000-08:00,Snapback Trucker Hat ,False,False,False,,8,0,0
https://www.fuitwashere.gr/2025/02/unisex-socks-fuckit.html,fuitwashere.gr,2025-02-09T02:50:00.001-08:00,Unisex Socks - FU(ck)IT ,False,False,False,,6,0,0
https://www.fuitwashere.gr/2025/03/6th-radical-party-grevena-vasilitsa.html,fuitwashere.gr,2025-01-19T03:32:00.000-08:00,6th Radical Party - GREVENA Vasilitsa ,True,True,True,Radical Party,34,0,0
https://www.fuitwashere.gr/2024/12/blog-post.html,fuitwashere.gr,2024-12-12T02:52:00.000-08:00,VASILITSA 24-25/01 - Ράντικαλ Πάρτι,True,True,True,Ράντικαλ,2,0,0
https://www.fuitwashere.gr/2024/07/accessories-make-everything-better.html,fuitwashere.gr,2024-07-12T01:51:00.000-07:00,Accessories make everything better ,False,True,True,Fuit,11,0,0
https://www.fuitwashere.gr/2024/06/fuit-was-here-tank-tops.html,fuitwashere.gr,2024-06-09T23:25:00.000-07:00,Fuit Was Here - Tank Tops,False,True,True,Fuit,8,0,0
https://www.fuitwashere.gr/2024/06/100-pure-adrenaline-tank-tops.html,fuitwashere.gr,2024-06-09T23:19:00.000-07:00,100% Pure Adrenaline - Tank Tops,False,False,False,,6,0,0
https://www.fuitwashere.gr/2024/06/radical-parties-van-tank-tops.html,fuitwashere.gr,2024-06-09T23:10:00.000-07:00,Radical Parties Van - Tank Tops ,False,False,False,,6,0,0
https://www.fuitwashere.gr/2024/06/terrace-project-thessaloniki.html,fuitwashere.gr,2024-06-09T22:34:00.000-07:00,Terrace Project - Thessaloniki ,False,True,True,Fuit,11,0,0
https://www.fuitwashere.gr/2024/05/lake-project-platanodasos-rymnio.html,fuitwashere.gr,2024-05-18T00:42:00.000-07:00,Lake Project - Platanodasos Rymnio ,False,True,True,Fuit,18,0,0
